Asus,X series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng,3500000
MSI,GV Series,Đã sử dụng (chưa sửa chữa),17 - 18.9 inch,Intel Core i7,8 GB,NVIDIA,1 TB,Còn bảo hành,Không giao hàng,13700000
Lenovo,Essential (G series),Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng,4200000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i5,4 GB,Khác,128 GB,Còn bảo hành,Dùng dịch vụ giao hàng,5350000
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Còn bảo hành,Dùng dịch vụ giao hàng,8200000
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hàng,3500000
Lenovo,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Pentium,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,2500000
Acer,Predator,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Còn bảo hành,Tự giao hàng,19500000
HP,Compaq,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core 2 Duo,4 GB,Onboard,250 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,1400000
Toshiba,Satellite Series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,4100000
Lenovo,Dòng Khác,Mới,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Còn bảo hành,Tự giao hàng,13500000
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,5600000
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,8000000
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,600000
Dell,XPS,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,512 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,23500000
Dell,XPS,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,512 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,4500000
Dell,Latitude,Mới,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Không giao hàng,5800000
Acer,Nitro 5,Mới,15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,512 GB,Còn bảo hành,Không giao hàng,25000000
Acer,Nitro 5,Mới,15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,512 GB,Còn bảo hành,Không giao hàng,
Dell,Latitude,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i7,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,6500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i7,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,4000000
HP,Notebook,Mới,15 - 16.9 inch,Intel Core i3,4 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng,8000000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,3400000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Khác,8 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,8400000
Dell,Latitude,Mới,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Còn bảo hành,Tự giao hàng,19900000
Dell,XPS,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng,19900000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i5,4 GB,Onboard,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,5990000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,12200000
Acer,Aspire,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,3500000
Dell,XPS,Mới,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,21900000
Dell,XPS,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Không giao hàng,11000000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,6700000
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,4800000
Dell,XPS,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,6000000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,8000000
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,18599000
Asus,X series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,320 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,2800000
Lenovo,Yoga,Mới,11 - 12.9 inch,Intel Pentium,4 GB,Onboard,128 GB,Còn bảo hành,Không giao hàng,3500000
Apple,Macbook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,AMD,512 GB,Còn bảo hành,Không giao hàng,47500000
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,1 TB,Còn bảo hành,Không giao hàng,6500000
HP,Pavilion,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,1 TB,Còn bảo hành,Không giao hàng,8500000
HP,Pavilion,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,1 TB,Còn bảo hành,Không giao hàng,2800000
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,8 GB,Onboard,250 GB,Còn bảo hành,Tự giao hàng,6000000
Asus,A series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Celeron,2 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,3000000
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Celeron,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,4000000
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,8500000
Dell,Vostro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,4400000
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,NVIDIA,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,6790000
Dell,Latitude,Mới,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,17900000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,15599000
Apple,Macbook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,AMD,1 TB,Còn bảo hành,Không giao hàng,28000000
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,Onboard,1 TB,Còn bảo hành,Không giao hàng,10000000
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,Onboard,1 TB,Còn bảo hành,Không giao hàng,8500000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,11100000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,8500000
Apple,Macbook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,AMD,512 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,46000000
HP,Pavilion,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,1 TB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,11500000
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,< 128 GB,Còn bảo hành,Không giao hàng,2000000
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,< 128 GB,Còn bảo hành,Không giao hàng,3500000
Apple,Macbook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i9,16 GB,AMD,1 TB,Còn bảo hành,Không giao hàng,53600000
Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,18900000
Dell,XPS,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Không giao hàng,13000000
Dell,XPS,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Không giao hàng,800000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng,3800000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,16 GB,Khác,512 GB,Còn bảo hành,Không giao hàng,24000000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,4 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng,7500000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,2100000
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,180000
Asus,FX Series/ZX Series,Đã sử dụng (qua sửa chữa),15 - 16.9 inch,Ryzen 7,6 GB,NVIDIA,512 GB,Còn bảo hành,Không giao hàng,16490000
HP,Pavilion,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,8 GB,NVIDIA,256 GB,Còn bảo hành,Không giao hàng,10500000
Acer,Aspire,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Còn bảo hành,Không giao hàng,2999000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,AMD,256 GB,Còn bảo hành,Không giao hàng,8990000
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Không giao hàng,6500000
Dell,Vostro,Mới,15 - 16.9 inch,Intel Core i7,8 GB,AMD,256 GB,Còn bảo hành,Tự giao hàng,15500000
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng,18800000
Dell,Vostro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,> 1 TB,Còn bảo hành,Dùng dịch vụ giao hàng,9900000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,AMD,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,8500000
Asus,ASUSPRO,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,2999000
Asus,K series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,3259000
Apple,Dòng Khác,Đã sử dụng (chưa sửa chữa),>= 21 inch,Intel Core i5,8 GB,NVIDIA,1 TB,Còn bảo hành,Không giao hàng,11800000
Panasonic,CF,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i5,4 GB,Onboard,250 GB,Còn bảo hành,Không giao hàng,3599000
Dell,XPS,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i5,4 GB,Onboard,250 GB,Còn bảo hành,Tự giao hàng,1700000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,512 GB,Còn bảo hành,Dùng dịch vụ giao hàng,6200000
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core 2 Duo,4 GB,Onboard,250 GB,Còn bảo hành,Dùng dịch vụ giao hàng,2100000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,AMD,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,10600000
Hãng Khác,Dòng Khác,Mới,15 - 16.9 inch,AMD,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,32500000
Sony,Dòng Khác,Đã sử dụng (qua sửa chữa),15 - 16.9 inch,AMD,8 GB,Onboard,256 GB,Còn bảo hành,Dùng dịch vụ giao hàng,
HP,Elitebook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Còn bảo hành,Tự giao hàng,3200000
HP,ProBook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,4500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,6100000
HP,ProBook,Mới,15 - 16.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hàng,3799000
Lenovo,Legion Y Series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,1 TB,Còn bảo hành,Tự giao hàng,21300000
HP,Elitebook,Mới,15 - 16.9 inch,Intel Core i5,4 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng,8000000
Dell,Vostro,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Còn bảo hành,Tự giao hàng,3800000
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng,20500000
Hãng Khác,Dòng Khác,Mới,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Còn bảo hành,Không giao hàng,19390000
HP,Compaq,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng,2500000
HP,Compaq,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng,6500000
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,16 GB,Khác,256 GB,Còn bảo hành,Không giao hàng,5000000
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,16 GB,Khác,256 GB,Hết bảo hành,Không giao hàng,9500000
Dell,Vostro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,320 GB,Hết bảo hành,Không giao hàng,2300000
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Hết bảo hành,Không giao hàng,6300000
Asus,N series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,NVIDIA,128 GB,Hết bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,5800000
HP,ProBook,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Hết bảo hành,Không giao hàng,5000000
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core 2 Duo,2 GB,AMD,128 GB,Hết bảo hành,Không giao hàng,1500000
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core 2 Duo,2 GB,AMD,128 GB,Hết bảo hành,Không giao hàng,3000000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i3,4 GB,Onboard,< 128 GB,Hết bảo hành,Không giao hàng,2990000
Dell,Vostro,Mới,11 - 12.9 inch,Intel Core i7,4 GB,Onboard,128 GB,Hết bảo hành,Không giao hàng,11500000
Lenovo,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,250 GB,Hết bảo hành,Không giao hàng,11500000
Toshiba,Satellite Series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core 2 Duo,4 GB,Onboard,250 GB,Hết bảo hành,Không giao hàng,1349000
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Hết bảo hành,Không giao hàng,5700000
Dell,Alienware,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Hết bảo hành,Không giao hàng,3000000
Dell,Alienware,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Hết bảo hành,Không giao hàng,2000000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Hết bảo hành,Không giao hàng,6900000
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Hết bảo hành,Không giao hàng,3500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Hết bảo hành,Không giao hàng,6900000
Toshiba,Satellite Series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Hết bảo hành,Không giao hàng,1700000
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Hết bảo hành,Không giao hàng,5500000
Dell,Vostro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,8 GB,Onboard,320 GB,Hết bảo hành,Không giao hàng,3800000
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,AMD,16 GB,AMD,512 GB,Hết bảo hành,Không giao hàng,24000000
HP,Spectre,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Khác,512 GB,Hết bảo hành,Không giao hàng,11400000
Dell,XPS,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Xeon,16 GB,NVIDIA,128 GB,Hết bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,18900000
Acer,Aspire,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Hết bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,2900000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,6500000
HP,ProBook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng,8300000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i7,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,3000000
Acer,Helios,Đã sử dụng (chưa sửa chữa),17 - 18.9 inch,Intel Core i7,16 GB,NVIDIA,1 TB,Còn bảo hành,Không giao hàng,24000000
Asus,X series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Celeron,4 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng,2700000
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Celeron,4 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng,5500000
Samsung,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,250 GB,Còn bảo hành,Dùng dịch vụ giao hàng,2000000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,4200000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,
Dell,Precision,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,17900000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,16 GB,AMD,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,6500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,4900000
Asus,Zenbook Series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Còn bảo hành,Tự giao hàng,18000000
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,6200000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,5000000
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,512 GB,Còn bảo hành,Tự giao hàng,3500000
MSI,GS Series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,1 TB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,35500000
MSI,GS Series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,1 TB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,6000000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,AMD,1 TB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng,5000000
MSI,GF Series,Đã sử dụng (qua sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Còn bảo hành,Không giao hàng,13890000
MSI,GF Series,Đã sử dụng (qua sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Còn bảo hành,Không giao hàng,
Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,< 128 GB,Còn bảo hành,Không giao hàng,7000000
Dell,Precision Mobile Workstations,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,32 GB,NVIDIA,512 GB,Còn bảo hành,Không giao hàng,25800000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,Onboard,512 GB,Còn bảo hành,Không giao hàng,16900000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,3500000
Acer,Aspire,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hàng,3990000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,13500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng,7999000
HP,Envy,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Ryzen 5,8 GB,AMD,256 GB,Còn bảo hành,Không giao hàng,19000000
HP,ProBook,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Còn bảo hành,Tự giao hàng,5800000
Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,14800000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,4 GB,Onboard,128 GB,Còn bảo hành,Không giao hàng,5750000
Lenovo,Yoga,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,4 GB,Onboard,128 GB,Còn bảo hành,Không giao hàng,6800000
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,2 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng,2500000
Acer,Aspire,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Còn bảo hành,Không giao hàng,5100000
Dell,Latitude,Mới,11 - 12.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hàng,5500000
